DaystoShipActual	SalesForecast	ShipStatus	DaystoShipScheduled	SalesperCustomer	ProfitRatio	Category	City	Country/Region	CustomerName	Discount	NumberofRecords	OrderDate	Order ID	Person	PostalCode	ProductName	Profit	Quantity	Region	Returned	ProfitperOrder	 Sales 	Segment	ShipDate	ShipMode	State	SubCategory
0	$25 	Shipped On Time	0	$16.99 	26.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Spigen Samsung Galaxy S5 Case Wallet	$4 	1	East	Yes	$4.42 	$17 	Consumer	9/14/2016	Same Day	New York	Phones
0	$25 	Shipped On Time	0	$16.99 	26.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Spigen Samsung Galaxy S5 Case Wallet	$4 	1	East	Yes	$4.42 	$17 	Consumer	9/14/2016	Same Day	New York	Phones
0	$431 	Shipped On Time	0	$287.97 	28.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Vtech CS6719	$81 	3	East	Yes	$80.63 	$288 	Consumer	9/14/2016	Same Day	New York	Phones
0	$431 	Shipped On Time	0	$287.97 	28.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Vtech CS6719	$81 	3	East	Yes	$80.63 	$288 	Consumer	9/14/2016	Same Day	New York	Phones
0	$431 	Shipped On Time	0	$287.97 	28.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Vtech CS6719	$81 	3	East	Yes	$80.63 	$288 	Consumer	9/14/2016	Same Day	New York	Phones
0	$431 	Shipped On Time	0	$287.97 	28.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Vtech CS6719	$81 	3	East	Yes	$80.63 	$288 	Consumer	9/14/2016	Same Day	New York	Phones
0	$431 	Shipped On Time	0	$287.97 	28.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Vtech CS6719	$81 	3	East	Yes	$80.63 	$288 	Consumer	9/14/2016	Same Day	New York	Phones
0	$431 	Shipped On Time	0	$287.97 	28.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Vtech CS6719	$81 	3	East	Yes	$80.63 	$288 	Consumer	9/14/2016	Same Day	New York	Phones
0	$431 	Shipped On Time	0	$287.97 	28.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Vtech CS6719	$81 	3	East	Yes	$80.63 	$288 	Consumer	9/14/2016	Same Day	New York	Phones
0	"$4,193 "	Shipped On Time	0	"$2,799.96 "	49.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Ativa V4110MDD Micro-Cut Shredder	"$1,372 "	4	East	Yes	"$1,371.98 "	"$2,800 "	Consumer	9/14/2016	Same Day	New York	Machines
0	"$4,193 "	Shipped On Time	0	"$2,799.96 "	49.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Ativa V4110MDD Micro-Cut Shredder	"$1,372 "	4	East	Yes	"$1,371.98 "	"$2,800 "	Consumer	9/14/2016	Same Day	New York	Machines
0	"$4,193 "	Shipped On Time	0	"$2,799.96 "	49.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Ativa V4110MDD Micro-Cut Shredder	"$1,372 "	4	East	Yes	"$1,371.98 "	"$2,800 "	Consumer	9/14/2016	Same Day	New York	Machines
0	"$4,193 "	Shipped On Time	0	"$2,799.96 "	49.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Ativa V4110MDD Micro-Cut Shredder	"$1,372 "	4	East	Yes	"$1,371.98 "	"$2,800 "	Consumer	9/14/2016	Same Day	New York	Machines
0	"$4,193 "	Shipped On Time	0	"$2,799.96 "	49.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Ativa V4110MDD Micro-Cut Shredder	"$1,372 "	4	East	Yes	"$1,371.98 "	"$2,800 "	Consumer	9/14/2016	Same Day	New York	Machines
0	"$4,193 "	Shipped On Time	0	"$2,799.96 "	49.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Ativa V4110MDD Micro-Cut Shredder	"$1,372 "	4	East	Yes	"$1,371.98 "	"$2,800 "	Consumer	9/14/2016	Same Day	New York	Machines
0	"$4,193 "	Shipped On Time	0	"$2,799.96 "	49.00%	Technology	New York City	United States	Darrin Martin	0.00%	1	9/14/2016	CA-2016-160766	Chuck Magee	10009	Ativa V4110MDD Micro-Cut Shredder	"$1,372 "	4	East	Yes	"$1,371.98 "	"$2,800 "	Consumer	9/14/2016	Same Day	New York	Machines
0	$153 	Shipped On Time	0	$101.99 	-70.00%	Technology	Columbus	United States	Richard Bierner	70.00%	1	10/10/2016	US-2016-105137	Chuck Magee	43229	Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner	($71)	2	East	Yes	($71.40)	$102 	Consumer	10/10/2016	Same Day	Ohio	Machines
0	$153 	Shipped On Time	0	$101.99 	-70.00%	Technology	Columbus	United States	Richard Bierner	70.00%	1	10/10/2016	US-2016-105137	Chuck Magee	43229	Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner	($71)	2	East	Yes	($71.40)	$102 	Consumer	10/10/2016	Same Day	Ohio	Machines
0	$300 	Shipped On Time	0	$199.99 	43.00%	Technology	San Francisco	United States	Sonia Sunley	0.00%	1	10/24/2018	CA-2018-166275	Anna Andreadi	94109	Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset	$86 	1	West	Yes	$86.00 	$200 	Consumer	10/24/2018	Same Day	California	Accessories
0	$299 	Shipped On Time	0	$199.98 	38.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Logitech Wireless Performance Mouse MX for PC and Mac	$76 	2	West	Yes	$75.99 	$200 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$299 	Shipped On Time	0	$199.98 	38.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Logitech Wireless Performance Mouse MX for PC and Mac	$76 	2	West	Yes	$75.99 	$200 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$299 	Shipped On Time	0	$199.98 	38.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Logitech Wireless Performance Mouse MX for PC and Mac	$76 	2	West	Yes	$75.99 	$200 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$299 	Shipped On Time	0	$199.98 	38.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Logitech Wireless Performance Mouse MX for PC and Mac	$76 	2	West	Yes	$75.99 	$200 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$299 	Shipped On Time	0	$199.98 	38.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Logitech Wireless Performance Mouse MX for PC and Mac	$76 	2	West	Yes	$75.99 	$200 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$299 	Shipped On Time	0	$199.98 	38.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Logitech Wireless Performance Mouse MX for PC and Mac	$76 	2	West	Yes	$75.99 	$200 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$299 	Shipped On Time	0	$199.98 	38.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Logitech Wireless Performance Mouse MX for PC and Mac	$76 	2	West	Yes	$75.99 	$200 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$299 	Shipped On Time	0	$199.98 	38.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Logitech Wireless Performance Mouse MX for PC and Mac	$76 	2	West	Yes	$75.99 	$200 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$177 	Shipped On Time	0	$118.00 	17.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	WD My Passport Ultra 500GB Portable External Hard Drive	$20 	2	West	Yes	$20.06 	$118 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$177 	Shipped On Time	0	$118.00 	17.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	WD My Passport Ultra 500GB Portable External Hard Drive	$20 	2	West	Yes	$20.06 	$118 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$177 	Shipped On Time	0	$118.00 	17.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	WD My Passport Ultra 500GB Portable External Hard Drive	$20 	2	West	Yes	$20.06 	$118 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$177 	Shipped On Time	0	$118.00 	17.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	WD My Passport Ultra 500GB Portable External Hard Drive	$20 	2	West	Yes	$20.06 	$118 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$177 	Shipped On Time	0	$118.00 	17.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	WD My Passport Ultra 500GB Portable External Hard Drive	$20 	2	West	Yes	$20.06 	$118 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$177 	Shipped On Time	0	$118.00 	17.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	WD My Passport Ultra 500GB Portable External Hard Drive	$20 	2	West	Yes	$20.06 	$118 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$177 	Shipped On Time	0	$118.00 	17.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	WD My Passport Ultra 500GB Portable External Hard Drive	$20 	2	West	Yes	$20.06 	$118 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$177 	Shipped On Time	0	$118.00 	17.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	WD My Passport Ultra 500GB Portable External Hard Drive	$20 	2	West	Yes	$20.06 	$118 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$180 	Shipped On Time	0	$119.96 	21.00%	Technology	Anaheim	United States	William Brown	0.00%	1	12/11/2018	CA-2018-165330	Anna Andreadi	92804	Microsoft Natural Ergonomic Keyboard 4000	$25 	4	West	Yes	$25.19 	$120 	Consumer	12/11/2018	Same Day	California	Accessories
0	$180 	Shipped On Time	0	$119.96 	21.00%	Technology	Anaheim	United States	William Brown	0.00%	1	12/11/2018	CA-2018-165330	Anna Andreadi	92804	Microsoft Natural Ergonomic Keyboard 4000	$25 	4	West	Yes	$25.19 	$120 	Consumer	12/11/2018	Same Day	California	Accessories
0	$180 	Shipped On Time	0	$119.96 	21.00%	Technology	Anaheim	United States	William Brown	0.00%	1	12/11/2018	CA-2018-165330	Anna Andreadi	92804	Microsoft Natural Ergonomic Keyboard 4000	$25 	4	West	Yes	$25.19 	$120 	Consumer	12/11/2018	Same Day	California	Accessories
0	$180 	Shipped On Time	0	$119.96 	21.00%	Technology	Anaheim	United States	William Brown	0.00%	1	12/11/2018	CA-2018-165330	Anna Andreadi	92804	Microsoft Natural Ergonomic Keyboard 4000	$25 	4	West	Yes	$25.19 	$120 	Consumer	12/11/2018	Same Day	California	Accessories
0	$180 	Shipped On Time	0	$119.96 	21.00%	Technology	Anaheim	United States	William Brown	0.00%	1	12/11/2018	CA-2018-165330	Anna Andreadi	92804	Microsoft Natural Ergonomic Keyboard 4000	$25 	4	West	Yes	$25.19 	$120 	Consumer	12/11/2018	Same Day	California	Accessories
0	$180 	Shipped On Time	0	$119.96 	21.00%	Technology	Anaheim	United States	William Brown	0.00%	1	12/11/2018	CA-2018-165330	Anna Andreadi	92804	Microsoft Natural Ergonomic Keyboard 4000	$25 	4	West	Yes	$25.19 	$120 	Consumer	12/11/2018	Same Day	California	Accessories
0	$180 	Shipped On Time	0	$119.96 	21.00%	Technology	Anaheim	United States	William Brown	0.00%	1	12/11/2018	CA-2018-165330	Anna Andreadi	92804	Microsoft Natural Ergonomic Keyboard 4000	$25 	4	West	Yes	$25.19 	$120 	Consumer	12/11/2018	Same Day	California	Accessories
0	$180 	Shipped On Time	0	$119.96 	21.00%	Technology	Anaheim	United States	William Brown	0.00%	1	12/11/2018	CA-2018-165330	Anna Andreadi	92804	Microsoft Natural Ergonomic Keyboard 4000	$25 	4	West	Yes	$25.19 	$120 	Consumer	12/11/2018	Same Day	California	Accessories
0	$180 	Shipped On Time	0	$119.96 	21.00%	Technology	Anaheim	United States	William Brown	0.00%	1	12/11/2018	CA-2018-165330	Anna Andreadi	92804	Microsoft Natural Ergonomic Keyboard 4000	$25 	4	West	Yes	$25.19 	$120 	Consumer	12/11/2018	Same Day	California	Accessories
0	$180 	Shipped On Time	0	$119.96 	21.00%	Technology	Anaheim	United States	William Brown	0.00%	1	12/11/2018	CA-2018-165330	Anna Andreadi	92804	Microsoft Natural Ergonomic Keyboard 4000	$25 	4	West	Yes	$25.19 	$120 	Consumer	12/11/2018	Same Day	California	Accessories
0	$180 	Shipped On Time	0	$119.96 	21.00%	Technology	Anaheim	United States	William Brown	0.00%	1	12/11/2018	CA-2018-165330	Anna Andreadi	92804	Microsoft Natural Ergonomic Keyboard 4000	$25 	4	West	Yes	$25.19 	$120 	Consumer	12/11/2018	Same Day	California	Accessories
0	$217 	Shipped On Time	0	$144.96 	42.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive	$61 	4	West	Yes	$60.88 	$145 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$217 	Shipped On Time	0	$144.96 	42.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive	$61 	4	West	Yes	$60.88 	$145 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$217 	Shipped On Time	0	$144.96 	42.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive	$61 	4	West	Yes	$60.88 	$145 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$217 	Shipped On Time	0	$144.96 	42.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive	$61 	4	West	Yes	$60.88 	$145 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$217 	Shipped On Time	0	$144.96 	42.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive	$61 	4	West	Yes	$60.88 	$145 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$217 	Shipped On Time	0	$144.96 	42.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive	$61 	4	West	Yes	$60.88 	$145 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$217 	Shipped On Time	0	$144.96 	42.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive	$61 	4	West	Yes	$60.88 	$145 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	$217 	Shipped On Time	0	$144.96 	42.00%	Technology	Seattle	United States	Resi Pölking	0.00%	1	9/13/2016	CA-2016-142769	Anna Andreadi	98103	Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive	$61 	4	West	Yes	$60.88 	$145 	Consumer	9/13/2016	Same Day	Washington	Accessories
0	"$1,941 "	Shipped On Time	0	"$1,295.84 "	11.30%	Technology	Redlands	United States	Sandra Glassco	20.00%	1	10/31/2017	CA-2017-164882	Anna Andreadi	92374	Polycom SoundStation2 EX Conference phone	$146 	4	West	Yes	$145.78 	"$1,296 "	Consumer	10/31/2017	Same Day	California	Phones
0	"$1,941 "	Shipped On Time	0	"$1,295.84 "	11.30%	Technology	Redlands	United States	Sandra Glassco	20.00%	1	10/31/2017	CA-2017-164882	Anna Andreadi	92374	Polycom SoundStation2 EX Conference phone	$146 	4	West	Yes	$145.78 	"$1,296 "	Consumer	10/31/2017	Same Day	California	Phones
0	"$1,941 "	Shipped On Time	0	"$1,295.84 "	11.30%	Technology	Redlands	United States	Sandra Glassco	20.00%	1	10/31/2017	CA-2017-164882	Anna Andreadi	92374	Polycom SoundStation2 EX Conference phone	$146 	4	West	Yes	$145.78 	"$1,296 "	Consumer	10/31/2017	Same Day	California	Phones
0	"$1,941 "	Shipped On Time	0	"$1,295.84 "	11.30%	Technology	Redlands	United States	Sandra Glassco	20.00%	1	10/31/2017	CA-2017-164882	Anna Andreadi	92374	Polycom SoundStation2 EX Conference phone	$146 	4	West	Yes	$145.78 	"$1,296 "	Consumer	10/31/2017	Same Day	California	Phones
0	"$1,941 "	Shipped On Time	0	"$1,295.84 "	11.30%	Technology	Redlands	United States	Sandra Glassco	20.00%	1	10/31/2017	CA-2017-164882	Anna Andreadi	92374	Polycom SoundStation2 EX Conference phone	$146 	4	West	Yes	$145.78 	"$1,296 "	Consumer	10/31/2017	Same Day	California	Phones
0	"$1,941 "	Shipped On Time	0	"$1,295.84 "	11.30%	Technology	Redlands	United States	Sandra Glassco	20.00%	1	10/31/2017	CA-2017-164882	Anna Andreadi	92374	Polycom SoundStation2 EX Conference phone	$146 	4	West	Yes	$145.78 	"$1,296 "	Consumer	10/31/2017	Same Day	California	Phones
0	"$1,941 "	Shipped On Time	0	"$1,295.84 "	11.30%	Technology	Redlands	United States	Sandra Glassco	20.00%	1	10/31/2017	CA-2017-164882	Anna Andreadi	92374	Polycom SoundStation2 EX Conference phone	$146 	4	West	Yes	$145.78 	"$1,296 "	Consumer	10/31/2017	Same Day	California	Phones
0	"$1,941 "	Shipped On Time	0	"$1,295.84 "	11.30%	Technology	Redlands	United States	Sandra Glassco	20.00%	1	10/31/2017	CA-2017-164882	Anna Andreadi	92374	Polycom SoundStation2 EX Conference phone	$146 	4	West	Yes	$145.78 	"$1,296 "	Consumer	10/31/2017	Same Day	California	Phones
0	"$1,941 "	Shipped On Time	0	"$1,295.84 "	11.30%	Technology	Redlands	United States	Sandra Glassco	20.00%	1	10/31/2017	CA-2017-164882	Anna Andreadi	92374	Polycom SoundStation2 EX Conference phone	$146 	4	West	Yes	$145.78 	"$1,296 "	Consumer	10/31/2017	Same Day	California	Phones
0	$671 	Shipped On Time	0	$447.94 	20.00%	Technology	Thornton	United States	Toby Carlisle	20.00%	1	12/20/2016	CA-2016-140816	Anna Andreadi	80229	Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology	$90 	7	West	Yes	$89.59 	$448 	Consumer	12/20/2016	Same Day	Colorado	Accessories
5	$202 	Shipped Late	3	$134.85 	28.00%	Technology	Bloomington	United States	Craig Carreira	0.00%	1	3/3/2018	CA-2018-167759	Kelly Williams	47401	Plantronics Encore H101 Dual Earpieces Headset	$38 	3	Central	Yes	$37.76 	$135 	Consumer	3/8/2018	Second Class	Indiana	Phones
5	$21 	Shipped Late	3	$13.98 	43.00%	Technology	Oceanside	United States	Dianna Vittorini	0.00%	1	11/9/2017	CA-2017-146486	Chuck Magee	11572	AmazonBasics 3-Button USB Wired Mouse	$6 	2	East	Yes	$6.01 	$14 	Consumer	11/14/2017	Second Class	New York	Accessories
5	$21 	Shipped Late	3	$13.98 	43.00%	Technology	Oceanside	United States	Dianna Vittorini	0.00%	1	11/9/2017	CA-2017-146486	Chuck Magee	11572	AmazonBasics 3-Button USB Wired Mouse	$6 	2	East	Yes	$6.01 	$14 	Consumer	11/14/2017	Second Class	New York	Accessories
5	$21 	Shipped Late	3	$13.98 	43.00%	Technology	Oceanside	United States	Dianna Vittorini	0.00%	1	11/9/2017	CA-2017-146486	Chuck Magee	11572	AmazonBasics 3-Button USB Wired Mouse	$6 	2	East	Yes	$6.01 	$14 	Consumer	11/14/2017	Second Class	New York	Accessories
5	$21 	Shipped Late	3	$13.98 	43.00%	Technology	Oceanside	United States	Dianna Vittorini	0.00%	1	11/9/2017	CA-2017-146486	Chuck Magee	11572	AmazonBasics 3-Button USB Wired Mouse	$6 	2	East	Yes	$6.01 	$14 	Consumer	11/14/2017	Second Class	New York	Accessories
5	$90 	Shipped Late	3	$59.97 	48.00%	Technology	Quincy	United States	Ted Butterfield	0.00%	1	8/27/2018	CA-2018-145982	Chuck Magee	2169	PureGear Roll-On Screen Protector	$29 	3	East	Yes	$28.79 	$60 	Consumer	9/1/2018	Second Class	Massachusetts	Phones
5	$90 	Shipped Late	3	$59.97 	48.00%	Technology	Quincy	United States	Ted Butterfield	0.00%	1	8/27/2018	CA-2018-145982	Chuck Magee	2169	PureGear Roll-On Screen Protector	$29 	3	East	Yes	$28.79 	$60 	Consumer	9/1/2018	Second Class	Massachusetts	Phones
5	$90 	Shipped Late	3	$59.97 	48.00%	Technology	Quincy	United States	Ted Butterfield	0.00%	1	8/27/2018	CA-2018-145982	Chuck Magee	2169	PureGear Roll-On Screen Protector	$29 	3	East	Yes	$28.79 	$60 	Consumer	9/1/2018	Second Class	Massachusetts	Phones
5	$90 	Shipped Late	3	$59.97 	48.00%	Technology	Quincy	United States	Ted Butterfield	0.00%	1	8/27/2018	CA-2018-145982	Chuck Magee	2169	PureGear Roll-On Screen Protector	$29 	3	East	Yes	$28.79 	$60 	Consumer	9/1/2018	Second Class	Massachusetts	Phones
5	$90 	Shipped Late	3	$59.97 	48.00%	Technology	Quincy	United States	Ted Butterfield	0.00%	1	8/27/2018	CA-2018-145982	Chuck Magee	2169	PureGear Roll-On Screen Protector	$29 	3	East	Yes	$28.79 	$60 	Consumer	9/1/2018	Second Class	Massachusetts	Phones
5	$90 	Shipped Late	3	$59.97 	48.00%	Technology	Quincy	United States	Ted Butterfield	0.00%	1	8/27/2018	CA-2018-145982	Chuck Magee	2169	PureGear Roll-On Screen Protector	$29 	3	East	Yes	$28.79 	$60 	Consumer	9/1/2018	Second Class	Massachusetts	Phones
5	"$1,348 "	Shipped Late	3	$899.95 	6.00%	Technology	Oceanside	United States	Dianna Vittorini	0.00%	1	11/9/2017	CA-2017-146486	Chuck Magee	11572	Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)	$54 	5	East	Yes	$54.00 	$900 	Consumer	11/14/2017	Second Class	New York	Accessories
5	"$1,348 "	Shipped Late	3	$899.95 	6.00%	Technology	Oceanside	United States	Dianna Vittorini	0.00%	1	11/9/2017	CA-2017-146486	Chuck Magee	11572	Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)	$54 	5	East	Yes	$54.00 	$900 	Consumer	11/14/2017	Second Class	New York	Accessories
5	"$1,348 "	Shipped Late	3	$899.95 	6.00%	Technology	Oceanside	United States	Dianna Vittorini	0.00%	1	11/9/2017	CA-2017-146486	Chuck Magee	11572	Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)	$54 	5	East	Yes	$54.00 	$900 	Consumer	11/14/2017	Second Class	New York	Accessories
5	"$1,348 "	Shipped Late	3	$899.95 	6.00%	Technology	Oceanside	United States	Dianna Vittorini	0.00%	1	11/9/2017	CA-2017-146486	Chuck Magee	11572	Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)	$54 	5	East	Yes	$54.00 	$900 	Consumer	11/14/2017	Second Class	New York	Accessories
2	$48 	Shipped Early	3	$31.98 	3.80%	Technology	Philadelphia	United States	Carlos Soltero	20.00%	1	3/31/2018	US-2018-151827	Chuck Magee	19134	Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard	$1 	2	East	Yes	$1.20 	$32 	Consumer	4/2/2018	Second Class	Pennsylvania	Accessories
2	$48 	Shipped Early	3	$31.98 	3.80%	Technology	Philadelphia	United States	Carlos Soltero	20.00%	1	3/31/2018	US-2018-151827	Chuck Magee	19134	Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard	$1 	2	East	Yes	$1.20 	$32 	Consumer	4/2/2018	Second Class	Pennsylvania	Accessories
2	$420 	Shipped Early	3	$280.78 	-21.70%	Technology	Philadelphia	United States	Carlos Soltero	40.00%	1	3/31/2018	US-2018-151827	Chuck Magee	19134	LG Exalt	($61)	3	East	Yes	($60.84)	$281 	Consumer	4/2/2018	Second Class	Pennsylvania	Phones
2	$420 	Shipped Early	3	$280.78 	-21.70%	Technology	Philadelphia	United States	Carlos Soltero	40.00%	1	3/31/2018	US-2018-151827	Chuck Magee	19134	LG Exalt	($61)	3	East	Yes	($60.84)	$281 	Consumer	4/2/2018	Second Class	Pennsylvania	Phones
3	$149 	Shipped On Time	3	$99.60 	37.00%	Technology	Seattle	United States	John Stevenson	0.00%	1	12/21/2017	US-2017-126214	Anna Andreadi	98103	Enermax Acrylux Wireless Keyboard	$37 	1	West	Yes	$36.85 	$100 	Consumer	12/24/2017	Second Class	Washington	Accessories
3	$149 	Shipped On Time	3	$99.60 	37.00%	Technology	Seattle	United States	John Stevenson	0.00%	1	12/21/2017	US-2017-126214	Anna Andreadi	98103	Enermax Acrylux Wireless Keyboard	$37 	1	West	Yes	$36.85 	$100 	Consumer	12/24/2017	Second Class	Washington	Accessories
5	$180 	Shipped Late	3	$119.98 	48.00%	Technology	Encinitas	United States	Russell Applegate	0.00%	1	12/18/2019	CA-2019-140585	Anna Andreadi	92024	Logitech Illuminated - Keyboard	$58 	2	West	Yes	$57.59 	$120 	Consumer	12/23/2019	Second Class	California	Accessories
5	$180 	Shipped Late	3	$119.98 	48.00%	Technology	Encinitas	United States	Russell Applegate	0.00%	1	12/18/2019	CA-2019-140585	Anna Andreadi	92024	Logitech Illuminated - Keyboard	$58 	2	West	Yes	$57.59 	$120 	Consumer	12/23/2019	Second Class	California	Accessories
5	$180 	Shipped Late	3	$119.98 	48.00%	Technology	Encinitas	United States	Russell Applegate	0.00%	1	12/18/2019	CA-2019-140585	Anna Andreadi	92024	Logitech Illuminated - Keyboard	$58 	2	West	Yes	$57.59 	$120 	Consumer	12/23/2019	Second Class	California	Accessories
5	$36 	Shipped Late	3	$23.98 	-23.80%	Technology	Albuquerque	United States	Shui Tom	20.00%	1	12/29/2016	CA-2016-152345	Anna Andreadi	87105	Mediabridge Sport Armband iPhone 5s	($6)	3	West	Yes	($5.69)	$24 	Consumer	1/3/2017	Second Class	New Mexico	Phones
